Symbol,Name,IndustryCode,Industry
VXRT,Vaxart Inc,56202010,생명 공학 및 의학 연구
PEGR,Project Energy Reimagined Acquisition Corp,55601010,투자 지주 회사
GTHX,G1 Therapeutics Inc,56202010,생명 공학 및 의학 연구
WAFDP,Wafd Depositary Shares,55101010,은행
RACYU,Relativity Acquisition Units,55601010,투자 지주 회사
SATL,Satellogic Inc,51201070,채굴 지원 서비스 및 장비
SCWO,374Water Inc,52102040,중전기장비
EHTH,eHealth Inc,55301010,복합보험 및 중개인
PEPLU,PepperLime Health Acquisition Units,55601010,투자 지주 회사
RANI,Rani Therapeutics Holdings Inc,56202010,생명 공학 및 의학 연구
AUGX,Augmedix Inc,52203040,경영 지원 서비스
XPDB,Power & Digital Infrastructure Acquisition II Corp,55601010,투자 지주 회사
FCNCO,First Citizens BancShares 5 625 Non Cumulative Perpetual Prf Shs Series C,55101010,은행
GRPH,Graphite Bio Inc,56202010,생명 공학 및 의학 연구
ATOM,Atomera Inc,57101010,반도체
PMTS,CPI Card Group Inc,55101030,소비자 대출
WNEB,Western New England Bancorp Inc,55101010,은행
OXSQ,Oxford Square Capital Corp,55501030,폐쇄형 펀드
PTWOU,Pono Capital Two Units,55601010,투자 지주 회사
IVCA,Investcorp India Acquisition Corp,55601010,투자 지주 회사
PDSB,PDS Biotechnology Corp,56202010,생명 공학 및 의학 연구
HURC,Hurco Companies Inc,52102010,산업용 기계 및 장비
FLXS,Flexsteel Industries Inc,53204040,가정용 가구
NVCT,Nuvectis Pharma Inc,56202010,생명 공학 및 의학 연구
GLYC,GlycoMimetics Inc,56202010,생명 공학 및 의학 연구
ESSA,ESSA Bancorp Inc,55101010,은행
STRS,Stratus Properties Inc,60101010,"부동산 임대, 개발 및 운영"
OCEA,Ocean Biomedical Inc,56202010,생명 공학 및 의학 연구
NBSTU,Newbury Street Acquisition Units,55601010,투자 지주 회사
HEAR,Turtle Beach Corp,57106010,컴퓨터 하드웨어
AMLI,American Lithium Corp,51201080,다각적 채굴
CLOEU,Clover Leaf Capital Units,55601010,투자 지주 회사
VOXX,VOXX International Corp,57106030,가정용 전자 제품
PTMN,Portman Ridge Finance Corp,55501030,폐쇄형 펀드
CPSS,Consumer Portfolio Services Inc,55101030,소비자 대출
SYRS,Syros Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
CFFI,C&F Financial Corp,55101010,은행
TRVG,Trivago NV ADR,57201030,온라인 서비스
GNFT,Genfit SA ADR,56202010,생명 공학 및 의학 연구
FLL,Full House Resorts Inc,53301030,카지노 및 도박
BCBP,BCB Bancorp Inc,55101010,은행
LVO,LiveOne Inc,53302030,엔터테인먼트 제작
FGEN,FibroGen Inc,56202010,생명 공학 및 의학 연구
GRIN,Grindrod Shipping Holdings Ltd,52405020,해양 화물 및 물류
MRAM,Everspin Technologies Inc,57101010,반도체
KPTI,Karyopharm Therapeutics Inc,56202010,생명 공학 및 의학 연구
SEPAU,SEP Acquisition Units,55601010,투자 지주 회사
INGN,Inogen Inc,56101020,"의료 장비, 물품 및 유통"
NKTR,Nektar Therapeutics,56201040,제약
ASPI,ASP Isotopes Inc,56201040,제약
QIPT,Quipt Home Medical Corp,56102010,의료 시설 및 서비스
PVBC,Provident Bancorp Inc (Maryland),55101010,은행
NWGL,Nature Wood Group Ltd ADR,51301010,임업 및 목재 제품
MPAA,Motorcar Parts of America Inc,53101020,"자동차, 트럭 및 오토바이 부품"
HCVI,Hennessy Capital Investment Corp VI,55601010,투자 지주 회사
CMTL,Comtech Telecommunications Corp,57102010,통신 및 네트워킹
TROO,TROOPS Inc,55101030,소비자 대출
HQI,Hirequest Inc,52203030,고용 서비스
XTKG,X3 Holdings Co Ltd,57201020,소프트웨어
TUSK,Mammoth Energy Services Inc,50103020,오일 관련 서비스 및 장비
SHIM,Shimmick Corp,52201020,건설 및 엔지니어링
CTMX,CytomX Therapeutics Inc,56202010,생명 공학 및 의학 연구
GNLX,Genelux Corp,56202010,생명 공학 및 의학 연구
BRLS,Oxus Acquisition Corp,55601010,투자 지주 회사
LWAY,Lifeway Foods Inc,54102020,식품 가공
NYMTM,NEW YORK MTG Cumulative Redeemable Pref Shs,60102040,특수 REITs
VCSA,Vacasa Inc,57201030,온라인 서비스
VERY,Vericity Inc,55301030,생명 및 건강 보험
CXDO,Crexendo Inc,57201010,IT 서비스 및 컨설팅
AACIU,Armada Acquisition I Units,55601010,투자 지주 회사
SPKL,Spark I Acquisition Corp,55601010,투자 지주 회사
ACET,Adicet Bio Inc,56202010,생명 공학 및 의학 연구
ATLO,Ames National Corp,55101010,은행
ALTO,Alto Ingredients Inc,50201020,재생 가능 연료
ATLX,Atlas Lithium Corp,51201050,특수 채굴 및 금속
LBRDP,Liberty Broadband Cum Redeemable Prf Shs Series A,53302020,방송
ACB,Aurora Cannabis Inc,56201040,제약
SHIP,Seanergy Maritime Holdings Corp,52405020,해양 화물 및 물류
SMID,Smith-Midland Corp,51202010,건설 자재
PXLW,Pixelworks Inc,57101010,반도체
GEOS,Geospace Technologies Corp,50103020,오일 관련 서비스 및 장비
BRKH,BurTech Acquisition Corp,55601010,투자 지주 회사
CLPT,Clearpoint Neuro Inc,56101010,첨단 의료 장비 및 기술
SGMO,Sangamo Therapeutics Inc,56202010,생명 공학 및 의학 연구
MSSAU,Metal Sky Star Acquisition Units,55601010,투자 지주 회사
VABK,Virginia National Bankshares Corp,55101010,은행
OCAXU,OCA Acquisition Units,55601010,투자 지주 회사
MITAU,Coliseum Acquisition Units,55601010,투자 지주 회사
RDCM,Radcom Ltd,57106010,컴퓨터 하드웨어
OGI,OrganiGram Holdings Inc,56102010,의료 시설 및 서비스
PAYS,Paysign Inc,52203040,경영 지원 서비스
DHACU,Digital Health Acquisition Units,55601010,투자 지주 회사
MRCC,Monroe Capital Corp,55501030,폐쇄형 펀드
DSGN,Design Therapeutics Inc,56202010,생명 공학 및 의학 연구
ULBI,Ultralife Corp,52102030,전기 부품 및 장비
DBVT,Dbv Technologies SA ADR,56201040,제약
PRQR,ProQR Therapeutics NV,56202010,생명 공학 및 의학 연구
ATHA,Athira Pharma Inc,56202010,생명 공학 및 의학 연구
STHO,Star Holdings,60101010,"부동산 임대, 개발 및 운영"
QSG,QuantaSing Group Ltd ADR,63101010,기타 교육 서비스 제공
ALCY,Alchemy Investments Acquisition Corp 1,55601010,투자 지주 회사
VIRC,Virco Mfg Corp,52203060,비즈니스 지원 용품
WAVSU,Western Acquisition Ventures Units,55601010,투자 지주 회사
VINC,Vincerx Pharma Inc,56202010,생명 공학 및 의학 연구
ISTR,Investar Holding Corp,55101010,은행
CAPR,Capricor Therapeutics Inc,56202010,생명 공학 및 의학 연구
CRDF,Cardiff Oncology Inc,56202010,생명 공학 및 의학 연구
WISH,ContextLogic Inc,57201030,온라인 서비스
OPBK,OP Bancorp,55101010,은행
MDWD,Mediwound Ltd,56201040,제약
EM,Smart Share Global Ltd ADR,57106020,전화 및 소형 장치
FONR,Fonar Corp,56101010,첨단 의료 장비 및 기술
JZXN,Jiuzi Holdings Inc,53403010,"자동차 차량, 부품 및 서비스 소매"
XFOR,X4 Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
HYZN,Hyzon Motors Inc,52102020,중장비 및 차량
DLTH,Duluth Holdings Inc,53202020,의류 및 액세서리
TELA,TELA Bio Inc,56101020,"의료 장비, 물품 및 유통"
ALCYU,Alchemy Investments Acquisition 1 Units,55601010,투자 지주 회사
KRNL,Kernel Group Holdings Inc,55601010,투자 지주 회사
IVA,Inventiva SA ADR,56202010,생명 공학 및 의학 연구
HBANM,Huntington Bancshares Dep Shs Rep 1 1000 Prf Shs Series I,55101010,은행
CSTE,Caesarstone Ltd,53203020,건설 자재 및 비품
GSIW,Garden Stage Ltd,55102010,투자 은행 및 중개 서비스
ESHA,ESH Acquisition Corp,55601010,투자 지주 회사
EML,Eastern Company,52102010,산업용 기계 및 장비
FNWB,First Northwest Bancorp,55101010,은행
PEBK,Peoples Bancorp of North Carolina Inc,55101010,은행
COCH,Envoy Medical Inc,56101010,첨단 의료 장비 및 기술
AISP,Airship AI Holdings Inc,57201010,IT 서비스 및 컨설팅
ACHV,Achieve Life Sciences Inc,56202010,생명 공학 및 의학 연구
SIGIP,Selective Ins Group DS Repstg 1 1000 Interest 4.60% Non Cum Pref Shs Series B,55301020,손해보험
VOR,Vor Biopharma Inc,56202010,생명 공학 및 의학 연구
FUNC,First United Corp,55101010,은행
SGA,Saga Communications Inc,53302020,방송
BCSA,Blockchain Coinvestors Acquisition Corp I,55601010,투자 지주 회사
MCRB,Seres Therapeutics Inc,56202010,생명 공학 및 의학 연구
TLGY,TLGY Acquisition Corp,55601010,투자 지주 회사
LTRX,Lantronix Inc,57102010,통신 및 네트워킹
OM,Outset Medical Inc,56101010,첨단 의료 장비 및 기술
BZUN,Baozun Inc ADR,57201030,온라인 서비스
BDSX,Biodesix Inc,56102010,의료 시설 및 서비스
WILC,G Willi-Food International Ltd,54301020,식품 소매 및 유통
ISSC,Innovative Solutions and Support Inc,52101010,항공우주 및 방위
LATGU,Chenghe Acquisition Unit,55601010,투자 지주 회사
BVFL,Bv Financial Inc,55101010,은행
FULTP,Fulton Financial 1 40th DS Cum Prf Shs Series A,55101010,은행
TPIC,TPI Composites Inc,50201010,재생 가능 에너지 장비 및 서비스
VGAS,Verde Clean Fuels Inc,59101010,전력 유틸리티
WSBCP,Wesbanco DS Representing 1/40Th Perp Pfd Series A,55101010,은행
FGBI,First Guaranty Bancshares Inc,55101010,은행
ISRLU,Israel Acquisitions Units,55601010,투자 지주 회사
MHLD,Maiden Holdings Ltd,55301050,재보험
IMAB,I-Mab ADR,56201040,제약
QRHC,Quest Resource Holding Corp,52203010,환경 서비스 및 장비
HWBK,Hawthorn Bancshares Inc,55101010,은행
PARAP,Paramount Global 5 75 Mandatory Convertible Pref Shs Series A,53302020,방송
AGNCL,AGNC Invt Dep Shs Repstg 1 1000Th Pref Shs Series G,60102040,특수 REITs
CFBK,CF Bankshares Inc,55101010,은행
PWOD,Penns Woods Bancorp Inc,55101010,은행
ZIONO,Zions Bancorporation DS Representing 1/40th Floating Rate Non Cum Perpetual,55101010,은행
YOTAU,Yotta Acquisition Units,55601010,투자 지주 회사
ZURA,Zura Bio Ltd,56202010,생명 공학 및 의학 연구
WRAP,Wrap Technologies Inc,57102010,통신 및 네트워킹
MYFW,First Western Financial Inc,55101010,은행
BELFA,Bel Fuse Inc Class A,57104010,전자 장비 및 부품
TWLV,Twelve Seas Investment Co II,55601010,투자 지주 회사
CLLS,Cellectis SA ADR,56202010,생명 공학 및 의학 연구
MOLN,Molecular Partners AG ADR,56202010,생명 공학 및 의학 연구
CCTSU,Cactus Acquisition 1 Units,55601010,투자 지주 회사
TETEU,Technology And Telecommunication Acquisition Unit,55601010,투자 지주 회사
OFS,OFS Capital Corp,55501030,폐쇄형 펀드
BTM,Bitcoin Depot Inc,57301030,블록 체인 및 암호화폐
LIFW,MSP Recovery Inc,55301030,생명 및 건강 보험
FTIIU,Future Tech Ii Acquisition Units,55601010,투자 지주 회사
ZFOX,ZeroFox Holdings Inc,57201020,소프트웨어
ATOS,Atossa Therapeutics Inc,56202010,생명 공학 및 의학 연구
MNSB,MainStreet Bancshares Inc,55101010,은행
LOOP,Loop Industries Inc,51101010,상품 화학
LGVC,LAMF Global Ventures I Corp,55601010,투자 지주 회사
BIRD,Allbirds Inc,53202030,제화
ELVA,Electrovaya Inc,52102030,전기 부품 및 장비
BSET,Bassett Furniture Industries Inc,53204040,가정용 가구
BCAB,Bioatla Inc,56202010,생명 공학 및 의학 연구
NYMTN,New York Mortgage Trust 8 00 Fixed Floating Rate Cumulative Redeemable Pref Shs,60102040,특수 REITs
AIXI,Xiao-I Corp ADR,57201020,소프트웨어
BPYPN,Brookfield Ppty Partners 5 750 Cum Red Perp Series 3 Class A,60101010,"부동산 임대, 개발 및 운영"
UNB,Union Bankshares Inc,55101010,은행
PRTS,Carparts.Com Inc,53403010,"자동차 차량, 부품 및 서비스 소매"
NIU,NIU Technologies ADR,53101010,자동차 및 트럭 제조
JYNT,Joint Corp,56102010,의료 시설 및 서비스
SEER,Seer Inc,57105010,사무기기
ARQQ,Arqit Quantum Inc,57201020,소프트웨어
GRWG,GrowGeneration Corp,53403020,주택 개조 제품 및 서비스 소매
KGEI,Kolibri Global Energy Inc,50102020,"오일, 가스 탐사 및 생산"
SFWL,SHENGFENG DEVELOPMENT Ltd,52405010,"배달, 우편, 항공 화물 및 육상 물류"
YIBO,Planet Image International Ltd,57105010,사무기기
NTIC,Northern Technologies International Corp,52102010,산업용 기계 및 장비
SANG,Sangoma Technologies Corp,57102010,통신 및 네트워킹
CWBC,Community West Bancshares,55101010,은행
ALSAU,Alpha Star Acquisition Units,55601010,투자 지주 회사
VMCA,Valuence Merger Corp I,55601010,투자 지주 회사
ESOA,Energy Services Of America Corp,52201020,건설 및 엔지니어링
FCCO,First Community Corp (South Carolina),55101010,은행
LIBYU,Liberty Resources Acquisition Units,55601010,투자 지주 회사
BANX,ArrowMark Financial Corp,55501030,폐쇄형 펀드
GMFIU,Aetherium Acquisition Units,55601010,투자 지주 회사
GLLIU,Globalink Investment Units,55601010,투자 지주 회사
MACAU,Moringa Acquisition Units,55501010,영국 투자 신탁
IMUX,Immunic Inc,56202010,생명 공학 및 의학 연구
MNTX,Manitex International Inc,52102020,중장비 및 차량
MAPS,WM Technology Inc,57201020,소프트웨어
MBINM,Merchants Depository Shares Rep 1 40Th  Int Share of 8 25 Fixed Rate Reset Non,55101010,은행
GPAC,Global Partner Acquisition II Corp,55601010,투자 지주 회사
TZOO,Travelzoo,53301040,여가 및 오락시설
AREC,American Resources Corp,52102030,전기 부품 및 장비
KYCHU,Keyarch Acquisition Units,55601010,투자 지주 회사
ZLS,Zalatoris II Acquisition Corp,55601010,투자 지주 회사
GALT,Galectin Therapeutics Inc,56202010,생명 공학 및 의학 연구
COYA,Coya Therapeutics Inc,56202010,생명 공학 및 의학 연구
ALOT,AstroNova Inc,57106010,컴퓨터 하드웨어
FAT,FAT Brands Inc Class A,53301020,레스토랑 및 바
AMTX,Aemetis Inc,50201020,재생 가능 연료
UBFO,United Security Bancshares,55101010,은행
HITI,High Tide Inc,54301010,의약품 소매
CPHC,Canterbury Park Holding Corp,53301030,카지노 및 도박
BPYPO,Brookfield Ppty Partners 6 375 Cum Red Perp Pfd Unit Class A,60101010,"부동산 임대, 개발 및 운영"
RMBL,RumbleOn Inc,57201020,소프트웨어
ABLV,Able View Global Inc,53403090,기타 전문 소매
NGM,NGM Biopharmaceuticals Inc,56202010,생명 공학 및 의학 연구
TAYD,Taylor Devices Inc,52102010,산업용 기계 및 장비
MBINN,Merchants Bancorp 40 DS Rep Perp Prf Shs Series C,55101010,은행
RMGC,RMG Acquisition Corp III,55601010,투자 지주 회사
TOI,Oncology Institute Inc,56102010,의료 시설 및 서비스
CZWI,Citizens Community Bancorp Inc,55101010,은행
SPWH,Sportsmans Warehouse Holdings Inc,53403090,기타 전문 소매
AFARU,Aura Fat Projects Acquisition Units,55601010,투자 지주 회사
ARRW,Arrowroot Acquisition Corp,55601010,투자 지주 회사
FINW,Finwise Bancorp,55101010,은행
RMBI,Richmond Mutual Bancorporation Inc,55101010,은행
PESI,Perma-Fix Environmental Services Inc,52203010,환경 서비스 및 장비
FEXDU,Fintech Ecosystem Development Units,55601010,투자 지주 회사
FTAIO,FTAI Aviation 8 00 Fixed to Floating Rate Cumulative Perpetual Redeemable Pref,55101050,기업 금융 서비스
ZTEK,Zentek Ltd,56202010,생명 공학 및 의학 연구
ADAG,Adagene Inc ADR,56202010,생명 공학 및 의학 연구
BFIN,BankFinancial Corp,55101010,은행
CLSD,Clearside Biomedical Inc,56202010,생명 공학 및 의학 연구
VTNR,Vertex Energy Inc,50102030,"오일, 가스 정제 및 마케팅"
INTEU,Integral Acquisition Units,55601010,투자 지주 회사
NPAB,New Providence Acquisition Corp II,55601010,투자 지주 회사
CLRB,Cellectar Biosciences Inc,56201040,제약
KLXE,KLX Energy Services Holdings Inc,50103020,오일 관련 서비스 및 장비
MBINO,Merchants Bancorp Ind Repstg 1 40th Perp Pfd Ser B Fixed Fltg DRC,55101010,은행
OPRT,Oportun Financial Corp,55101030,소비자 대출
GTH,Genetron Holdings Ltd ADR,56202010,생명 공학 및 의학 연구
EVGR,Evergreen Corp,55601010,투자 지주 회사
GOEV,Canoo Inc,53101010,자동차 및 트럭 제조
LAKE,Lakeland Industries Inc,53202020,의류 및 액세서리
PLMI,Plum Acquisition I Corp,55601010,투자 지주 회사
BRAG,Bragg Gaming Group Inc,57201030,온라인 서비스
ONBPO,Old National Bancorp 40 Depositary Shs Rep 1 Pref Shs Series C,55101010,은행
FNGR,FingerMotion Inc,57201020,소프트웨어
IGTAU,Inception Growth Acquisition Units,55601010,투자 지주 회사
VIGL,Vigil Neuroscience Inc,56202010,생명 공학 및 의학 연구
RELL,Richardson Electronics Ltd,57104010,전자 장비 및 부품
CMBM,Cambium Networks Corp,57102010,통신 및 네트워킹
KNTE,Kinnate Biopharma Inc,56202010,생명 공학 및 의학 연구
ARBE,Arbe Robotics Ltd,52101010,항공우주 및 방위
CDXC,Chromadex Corp,56202010,생명 공학 및 의학 연구
AVHIU,Achari Ventures Holdings I Units,55601010,투자 지주 회사
TATT,TAT Technologies Ltd,52102030,전기 부품 및 장비
LANDO,Gladstone Land 6 00 Cum Redmabe Prf Shs Series B,60102040,특수 REITs
CELU,Celularity Inc,56202010,생명 공학 및 의학 연구
ECBK,ECB Bancorp Inc,55101010,은행
FATBP,FAT Brands 8 25 Cum Prf Shs Series B,53301020,레스토랑 및 바
TGVCU,TG Venture Acquisition Units,55601010,투자 지주 회사
CTXR,Citius Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
FNCB,FNCB Bancorp Inc,55101010,은행
EVGRU,Evergreen Unit,55601010,투자 지주 회사
WMPN,William Penn Bancorp,55101010,은행
HNVR,Hanover Bancorp Inc (MINEOLA),55101010,은행
GRDI,Griid Infrastructure Inc,57301030,블록 체인 및 암호화폐
TBRG,TruBridge Inc,56101010,첨단 의료 장비 및 기술
BRACU,Broad Capital Acquisition Units,55601010,투자 지주 회사
SKYX,SKYX Platforms Corp,52102030,전기 부품 및 장비
WTFCM,Wintrust Financial Fixed to Floating Rate Non Cumulative Perpetual Pref Shs,55101010,은행
ACAB,Atlantic Coastal Acquisition Corp II,55601010,투자 지주 회사
ABAT,American Battery Technology Co,51101020,농화학제
IOBT,IO Biotech Inc,56202010,생명 공학 및 의학 연구
LGO,Largo Inc,50301010,우라늄
DMAC,DiaMedica Therapeutics Inc,56202010,생명 공학 및 의학 연구
PWFL,PowerFleet Inc,57201010,IT 서비스 및 컨설팅
TKNO,Alpha Teknova Inc,56101020,"의료 장비, 물품 및 유통"
GSIT,GSI Technology Inc,57101010,반도체
ORMP,Oramed Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
BYSI,Beyondspring Inc,56202010,생명 공학 및 의학 연구
STIM,Neuronetics Inc,56101010,첨단 의료 장비 및 기술
ALLK,Allakos Inc,56202010,생명 공학 및 의학 연구
ETON,Eton Pharmaceuticals Inc,56201040,제약
FRAF,Franklin Financial Services Corp,55101010,은행
OVBC,Ohio Valley Banc Corp,55101010,은행
CRGO,Freightos Ltd,52405010,"배달, 우편, 항공 화물 및 육상 물류"
VANI,Vivani Medical Inc,56101020,"의료 장비, 물품 및 유통"
YS,YS Biopharma Co Ltd,56201040,제약
MSBIP,Midland Sts Bancorp Depositary Shs Repstg 1/40Th Perp Pfd Ser A,55101010,은행
VTGN,Vistagen Therapeutics Inc,56202010,생명 공학 및 의학 연구
FSFG,First Savings Financial Group Inc,55101010,은행
HTLFP,Heartland Finl Usa 400 Depositary Shs Rep 1 Perp Pref Shs Series E,55101010,은행
FLFVU,Feutune Light Acquisition Units,55601010,투자 지주 회사
ACRV,Acrivon Therapeutics Inc,56202010,생명 공학 및 의학 연구
SURG,Surgepays Inc,57401010,통합 통신 서비스
BYNO,Bynordic Acquisition Corp,55601010,투자 지주 회사
MRBK,Meridian Corp,55101010,은행
YI,111 Inc ADR,56201040,제약
CBFV,CB Financial Services Inc,55101010,은행
RWODU,Redwoods Acquisition Units,55601010,투자 지주 회사
MFH,Mercurity Fintech Holding Inc,57301010,핀테크
SPKLU,Spark I Acquisition Units,55601010,투자 지주 회사
FXNC,First National Corp,55101010,은행
LDTC,LeddarTech Holdings Inc.,57201020,소프트웨어
COOL,Corner Growth Acquisition Corp,55601010,투자 지주 회사
CMRX,Chimerix Inc,56202010,생명 공학 및 의학 연구
APXI,APx Acquisition Corp I,55601010,투자 지주 회사
CDAQ,Compass Digital Acquisition Corp,55601010,투자 지주 회사
OCCI,OFS Credit Company Inc,55501030,폐쇄형 펀드
AOGOU,Arogo Capital Acquisition Units,55601010,투자 지주 회사
CRVS,Corvus Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
REGCP,Regency Centers 6 25 Series A Cumulative Redeemable Preferred Stock,60102020,상업용 REITs
SKGR,SK Growth Opportunities Corp,55601010,투자 지주 회사
SSSS,SuRo Capital Corp,55501030,폐쇄형 펀드
SCTL,Societal CDMO Inc,56201040,제약
RSSS,Research Solutions Inc,57201030,온라인 서비스
LARK,Landmark Bancorp Inc,55101010,은행
SNCR,Synchronoss Technologies Inc,57201010,IT 서비스 및 컨설팅
RRGB,Red Robin Gourmet Burgers Inc,53301020,레스토랑 및 바
PFTA,Perception Capital Corp III,55601010,투자 지주 회사
EPSN,Epsilon Energy Ltd,50102020,"오일, 가스 탐사 및 생산"
CITE,Cartica Acquisition Corp,55601010,투자 지주 회사
NDLS,Noodles & Co,53301020,레스토랑 및 바
WINVU,WinVest Acquisition Units,55601010,투자 지주 회사
ESGRO,Enstar Group Depository Shares 7 Perpetual Non Cumulative Preference Shs Series,55301050,재보험
TGAA,Target Global Acquisition I Corp,55601010,투자 지주 회사
CYT,Cyteir Therapeutics Inc,56202010,생명 공학 및 의학 연구
ANIX,Anixa Biosciences Inc,56202010,생명 공학 및 의학 연구
OPI,Office Properties Income Trust,60102020,상업용 REITs
ARQ,Arq Inc,51101010,상품 화학
ARBK,Argo Blockchain PLC ADR,57301030,블록 체인 및 암호화폐
UEIC,Universal Electronics Inc,57106030,가정용 전자 제품
HGBL,Heritage Global Inc,55102020,투자 관리 및 펀드 운영
CRDL,Cardiol Therapeutics Inc,56202010,생명 공학 및 의학 연구
STKS,One Group Hospitality Inc,53301020,레스토랑 및 바
MBTCU,Nocturne Acquisition Units,55601010,투자 지주 회사
CBRG,Chain Bridge I,55601010,투자 지주 회사
RFACU,RF Acquisition Units,55601010,투자 지주 회사
EMCGU,Embrace Change Acquisition Units,55601010,투자 지주 회사
ROCLU,Roth CH Acquisition V Units,55601010,투자 지주 회사
ONBPP,Old National Bancorp 40 Depositary Shares Rep 1 Pref Shs Series A,55101010,은행
AOUT,American Outdoor Brands Inc,53205020,오락용 제품
OTLK,Outlook Therapeutics Inc,56202010,생명 공학 및 의학 연구
FRLAU,Fortune Rise Acquisition Units,55601010,투자 지주 회사
FTAIN,FTAI Aviation 8 25 Fixed Rate Reset Cumulative Perpetual Pref Shs Series C,55101050,기업 금융 서비스
METCB,Ramaco Resources Inc Class B,51201020,철 및 강철
SILC,Silicom Ltd,57102010,통신 및 네트워킹
MCAC,Monterey Capital Acquisition Corp,55601010,투자 지주 회사
GMGI,Golden Matrix Group Inc,57201030,온라인 서비스
PETS,Petmed Express Inc,54301010,의약품 소매
EBMT,Eagle Bancorp Montana Inc,55101010,은행
AFBI,Affinity Bancshares Inc,55101010,은행
ACNT,Ascent Industries Co,51201020,철 및 강철
RVPH,Reviva Pharmaceuticals Holdings  Inc.,56202010,생명 공학 및 의학 연구
REGCO,Regency Centers 5 875 Series B Cumulative Redeemable Preferred Stock,60102020,상업용 REITs
FTAIP,FTAI Aviation 8 25 Fixed to Floating Rate Cumulative Perpetual Redeemable Prf,55101050,기업 금융 서비스
CSLM,CSLM Acquisition Corp,55601010,투자 지주 회사
BPOPM,Popular Capital Trust II 6 125 Cumulative Monthly Income Pref Shs,55501010,영국 투자 신탁
RNAC,Cartesian Therapeutics Inc,56202010,생명 공학 및 의학 연구
THCP,Thunder Bridge Capital Partners IV Inc,55601010,투자 지주 회사
NNAG,99 Acquisition Group Inc,55601010,투자 지주 회사
MMLP,Martin Midstream Partners Units,50103030,오일 및 가스 수송 서비스
VSACU,Vision Sensing Acquisition Units,55601010,투자 지주 회사
GECC,Great Elm Capital Corp,55501030,폐쇄형 펀드
TORO,Toro Corp,52405020,해양 화물 및 물류
SY,So-Young International Inc ADR,57201030,온라인 서비스
BRNS,Barinthus Biotherapeutics PLC ADR,56202010,생명 공학 및 의학 연구
IMPP,Imperial Petroleum Inc,50201020,재생 가능 연료
RILYM,B Riley Financial 6.375% Senior Notes Exp 28th Feb 2025,55102010,투자 은행 및 중개 서비스
HOVNP,Hovnanian Enterprises 1000 Depositary Shares Representing 1 7.625% Pref Shs,53203010,주택 건설
FNVT,Finnovate Acquisition Corp,55601010,투자 지주 회사
IVAC,Intevac Inc,57104010,전자 장비 및 부품
ENCPU,Energem Units,55601010,투자 지주 회사
MCACU,Monterey Capital Acquisition Units,55601010,투자 지주 회사
SFBC,Sound Financial Bancorp Inc,55101010,은행
FNWD,Finward Bancorp,55101010,은행
MYNA,Mynaric AG ADR,57102010,통신 및 네트워킹
ALSA,Alpha Star Acquisition Corp,55601010,투자 지주 회사
SHLT,SHL Telemedicine Ltd ADR,56102010,의료 시설 및 서비스
FEIM,Frequency Electronics Inc,52102030,전기 부품 및 장비
STRT,Strattec Security Corp,53101020,"자동차, 트럭 및 오토바이 부품"
GLSTU,Global Star Acquisition Units,55601010,투자 지주 회사
VTSI,VirTra Inc,52101010,항공우주 및 방위
CGO,Calamos Global Total Return Closed Fund,55501030,폐쇄형 펀드
CARM,Carisma Therapeutics Inc,56202010,생명 공학 및 의학 연구
ATMV,AlphaVest Acquisition Corp,55601010,투자 지주 회사
TOP,TOP Financial Group Ltd,55102010,투자 은행 및 중개 서비스
FTLF,FitLife Brands Inc,54102020,식품 가공
VOXR,Vox Royalty Corp,51201010,금 제외 귀금속 및 광물
CNGL,Canna-Global Acquisition Corp,55601010,투자 지주 회사
TENKU,Tenx Keane Acquisition Units,55601010,투자 지주 회사
RR,Richtech Robotics Inc,53204030,"가전제품, 도구 및 가정 용품"
KRMD,KORU Medical Systems Inc,56101020,"의료 장비, 물품 및 유통"
MARX,Mars Acquisition Corp,55601010,투자 지주 회사
BWAY,Brainsway Ltd ADR,56101010,첨단 의료 장비 및 기술
PWUP,PowerUp Acquisition Corp,55601010,투자 지주 회사
BEEM,Beam Global,50201010,재생 가능 에너지 장비 및 서비스
CRVO,CervoMed Inc,56202010,생명 공학 및 의학 연구
BSBK,Bogota Financial Corp,55101010,은행
TENK,TenX Keane Acquisition,55601010,투자 지주 회사
FEBO,Fenbo Holdings Ltd,53204030,"가전제품, 도구 및 가정 용품"
DUETU,DUET Acquisition Units,55601010,투자 지주 회사
BPYPP,Brookfield Property Partners 6 50 Cumulative Redeemable Perpetual Preferred,60101010,"부동산 임대, 개발 및 운영"
MDBH,MDB Capital Holdings LLC,55102010,투자 은행 및 중개 서비스
IFRX,InflaRx NV,56202010,생명 공학 및 의학 연구
CAAS,China Automotive Systems Inc,53101020,"자동차, 트럭 및 오토바이 부품"
PROV,Provident Financial Holdings Inc,55101010,은행
LIFE,aTyr Pharma Inc,56202010,생명 공학 및 의학 연구
NYMTL,New York Mortgage Trust 6 875 Cumulative Red Pref Shs Series F,60102040,특수 REITs
RVSB,Riverview Bancorp Inc,55101010,은행
